Event ID,Date,Year,Month,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-00752,2023-04-28,2023,April,17,Plant Munich,Line M2,MC-0018,Hydraulic Press,Morning (06-14),OP-0095,Tech-013,Operator Error,Missed Procedure Step,Unplanned,Environmental Conditions,47,0.78,237.82,5.06,64,Metal Fittings,Resolved,0.44,Corrective
DT-00753,2023-04-28,2023,April,17,Plant Munich,Line M3,MC-0020,Assembly Robot,Morning (06-14),OP-0071,Tech-005,Operator Error,Incorrect Setup,Unplanned,Unknown,80,1.33,741.6,9.27,63,Machine Tools,Resolved,3.33,Corrective
DT-00754,2023-04-29,2023,April,17,Plant Katowice,Line K1,MC-0031,Robotic Welder,Afternoon (14-22),OP-0031,Tech-006,Software/Control Issue,Network Communication Loss,Unplanned,Inadequate Training,92,1.53,944.84,10.27,227,Automotive Parts,Resolved,3.41,Predictive
DT-00755,2023-04-29,2023,April,17,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0060,Tech-001,Software/Control Issue,Firmware Update Error,Unplanned,Poor Spare Parts Availability,26,0.43,54.08,2.08,19,Plastic Components,Resolved,1.81,Predictive
DT-00756,2023-04-29,2023,April,17,Plant Munich,Line M1,MC-0012,Industrial Oven,Afternoon (14-22),OP-0017,Tech-001,Mechanical Failure,Bearing Failure,Unplanned,Design Flaw,14,0.23,111.44,7.96,15,Automotive Parts,Resolved,0.21,Corrective
DT-00757,2023-04-29,2023,April,17,Plant Lyon,Line L3,MC-0047,Industrial Oven,Afternoon (14-22),OP-0119,Tech-022,Mechanical Failure,Belt Breakage,Unplanned,Poor Spare Parts Availability,60,1.0,367.8,6.13,58,Machine Tools,Resolved,0.38,Corrective
DT-00758,2023-04-29,2023,April,17,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0075,Tech-024,Electrical Failure,Power Supply Failure,Planned,Lack of Preventive Maintenance,25,0.42,126.5,5.06,40,Electronic Housings,Resolved,1.14,Corrective
DT-00759,2023-04-29,2023,April,17,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Night (22-06),OP-0027,Tech-024,Material Shortage,Raw Material Delay,Unplanned,Wear and Tear,61,1.02,557.54,9.14,104,Plastic Components,Pending,,Predictive
DT-00760,2023-04-29,2023,April,17,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0079,Tech-008,Electrical Failure,Wiring Fault,Unplanned,Supplier Quality Issue,98,1.63,1414.14,14.43,238,Automotive Parts,Resolved,4.0,Predictive
DT-00761,2023-04-29,2023,April,17,Plant Munich,Line M3,MC-0023,Packaging Machine,Afternoon (14-22),OP-0080,Tech-024,Quality Issue,Out of Spec Product,Unplanned,Wear and Tear,74,1.23,432.9,5.85,72,Plastic Components,Resolved,1.28,Predictive
DT-00762,2023-04-29,2023,April,17,Plant Munich,Line M3,MC-0020,Assembly Robot,Morning (06-14),OP-0049,Tech-006,Material Shortage,Component Stockout,Unplanned,Environmental Conditions,190,3.17,2071.0,10.9,329,Electronic Housings,Resolved,6.0,Corrective
DT-00763,2023-04-30,2023,April,17,Plant Lyon,Line L2,MC-0040,Industrial Oven,Night (22-06),OP-0110,Tech-011,Electrical Failure,Wiring Fault,Unplanned,Process Variation,67,1.12,520.59,7.77,84,Machine Tools,Resolved,1.95,Predictive
DT-00764,2023-04-30,2023,April,17,Plant Munich,Line M3,MC-0022,Stamping Press,Morning (06-14),OP-0023,Tech-010,Electrical Failure,PLC Error,Unplanned,Supplier Quality Issue,21,0.35,183.33,8.73,20,Electronic Housings,Resolved,1.93,Corrective
DT-00765,2023-04-30,2023,April,17,Plant Munich,Line M3,MC-0023,Packaging Machine,Night (22-06),OP-0047,Tech-024,Preventive Maintenance,Filter Replacement,Planned,Process Variation,77,1.28,540.54,7.02,128,Electronic Housings,Resolved,0.82,Preventive
DT-00766,2023-04-30,2023,April,17,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Night (22-06),OP-0037,Tech-006,Software/Control Issue,HMI Freeze,Unplanned,Wear and Tear,35,0.58,305.55,8.73,69,Plastic Components,Resolved,1.07,Corrective
DT-00767,2023-04-30,2023,April,17,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0090,Tech-021,Material Shortage,Component Stockout,Unplanned,Supplier Quality Issue,95,1.58,569.05,5.99,88,Packaging Units,Resolved,4.0,Predictive
DT-00768,2023-05-01,2023,May,18,Plant Munich,Line M2,MC-0017,Conveyor System,Night (22-06),OP-0021,Tech-006,Changeover,Tooling Change,Planned,Poor Spare Parts Availability,40,0.67,155.6,3.89,66,Machine Tools,Resolved,1.87,Corrective
DT-00769,2023-05-01,2023,May,18,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Morning (06-14),OP-0119,Tech-002,Mechanical Failure,Belt Breakage,Unplanned,Design Flaw,81,1.35,643.14,7.94,137,Metal Fittings,Resolved,3.28,Corrective
DT-00770,2023-05-01,2023,May,18,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Afternoon (14-22),OP-0087,Tech-011,Mechanical Failure,Gear Wear,Unplanned,Wear and Tear,13,0.22,81.64,6.28,18,Metal Fittings,Resolved,0.2,Corrective
DT-00771,2023-05-01,2023,May,18,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0045,Tech-002,Electrical Failure,Sensor Malfunction,Unplanned,Human Error,23,0.38,190.9,8.3,41,Metal Fittings,Resolved,2.99,Corrective
DT-00772,2023-05-01,2023,May,18,Plant Munich,Line M1,MC-0012,Industrial Oven,Morning (06-14),OP-0040,Tech-011,Mechanical Failure,Motor Failure,Unplanned,Unknown,33,0.55,199.32,6.04,70,Electronic Housings,In Progress,,Predictive
DT-00773,2023-05-01,2023,May,18,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Morning (06-14),OP-0023,Tech-020,Material Shortage,Raw Material Delay,Unplanned,Environmental Conditions,220,3.67,2690.6,12.23,212,Metal Fittings,Resolved,3.83,Corrective
DT-00774,2023-05-02,2023,May,18,Plant Lyon,Line L3,MC-0044,CNC Machine,Afternoon (14-22),OP-0065,Tech-007,Quality Issue,Calibration Drift,Unplanned,Poor Spare Parts Availability,40,0.67,303.2,7.58,58,Electronic Housings,Resolved,1.74,Corrective
DT-00775,2023-05-02,2023,May,18,Plant Munich,Line M1,MC-0011,Industrial Oven,Afternoon (14-22),OP-0088,Tech-019,Quality Issue,Rework Required,Unplanned,Lack of Preventive Maintenance,80,1.33,592.0,7.4,96,Packaging Units,Resolved,3.85,Predictive
DT-00776,2023-05-02,2023,May,18,Plant Katowice,Line K1,MC-0030,Stamping Press,Afternoon (14-22),OP-0084,Tech-001,Quality Issue,Out of Spec Product,Unplanned,Poor Spare Parts Availability,38,0.63,392.54,10.33,38,Electronic Housings,Resolved,0.69,Predictive
DT-00777,2023-05-03,2023,May,18,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Night (22-06),OP-0078,Tech-020,Mechanical Failure,Bearing Failure,Unplanned,Supplier Quality Issue,13,0.22,117.0,9.0,11,Packaging Units,Resolved,0.2,Predictive
DT-00778,2023-05-03,2023,May,18,Plant Munich,Line M4,MC-0026,CNC Machine,Morning (06-14),OP-0013,Tech-009,Material Shortage,Raw Material Delay,Unplanned,Human Error,224,3.73,1957.76,8.74,278,Packaging Units,Resolved,5.54,Corrective
DT-00779,2023-05-03,2023,May,18,Plant Katowice,Line K1,MC-0029,Stamping Press,Night (22-06),OP-0027,Tech-010,Operator Error,Missed Procedure Step,Unplanned,Poor Spare Parts Availability,65,1.08,611.0,9.4,122,Automotive Parts,Resolved,2.58,Corrective
DT-00780,2023-05-03,2023,May,18,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Morning (06-14),OP-0080,Tech-016,Electrical Failure,Power Supply Failure,Unplanned,Poor Spare Parts Availability,31,0.52,128.03,4.13,68,Automotive Parts,Resolved,0.2,Corrective
DT-00781,2023-05-03,2023,May,18,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Afternoon (14-22),OP-0048,Tech-019,Operator Error,Incorrect Setup,Unplanned,Poor Spare Parts Availability,29,0.48,350.32,12.08,43,Automotive Parts,Resolved,0.2,Corrective
DT-00782,2023-05-03,2023,May,18,Plant Munich,Line M4,MC-0025,Robotic Welder,Morning (06-14),OP-0113,Tech-018,Operator Error,Manual Handling Error,Unplanned,Inadequate Training,21,0.35,283.71,13.51,45,Plastic Components,Resolved,2.04,Corrective
DT-00783,2023-05-03,2023,May,18,Plant Munich,Line M2,MC-0019,Palletizer,Afternoon (14-22),OP-0096,Tech-006,Software/Control Issue,HMI Freeze,Unplanned,Human Error,52,0.87,212.68,4.09,101,Packaging Units,Resolved,2.14,Corrective
DT-00784,2023-05-03,2023,May,18,Plant Lyon,Line L1,MC-0038,Stamping Press,Morning (06-14),OP-0107,Tech-022,Quality Issue,Calibration Drift,Unplanned,Human Error,56,0.93,420.0,7.5,48,Automotive Parts,Resolved,2.87,Corrective
DT-00785,2023-05-04,2023,May,18,Plant Munich,Line M3,MC-0022,Stamping Press,Morning (06-14),OP-0002,Tech-019,Mechanical Failure,Hydraulic Leak,Unplanned,Inadequate Training,17,0.28,138.89,8.17,25,Electronic Housings,Resolved,0.96,Corrective
DT-00786,2023-05-04,2023,May,18,Plant Katowice,Line K1,MC-0030,Stamping Press,Afternoon (14-22),OP-0100,Tech-001,Software/Control Issue,Firmware Update Error,Unplanned,Unknown,202,3.37,1519.04,7.52,146,Plastic Components,Resolved,6.68,Corrective
DT-00787,2023-05-05,2023,May,18,Plant Lyon,Line L2,MC-0039,Industrial Oven,Night (22-06),OP-0089,Tech-006,Material Shortage,Raw Material Delay,Unplanned,Design Flaw,72,1.2,647.28,8.99,72,Metal Fittings,Resolved,1.02,Predictive
DT-00788,2023-05-05,2023,May,18,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Afternoon (14-22),OP-0045,Tech-017,Changeover,Mold Change,Planned,Lack of Preventive Maintenance,55,0.92,604.45,10.99,46,Automotive Parts,Resolved,2.36,Corrective
DT-00789,2023-05-05,2023,May,18,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0025,Tech-025,Electrical Failure,Short Circuit,Unplanned,Lack of Preventive Maintenance,15,0.25,136.2,9.08,15,Plastic Components,Resolved,1.13,Corrective
DT-00790,2023-05-05,2023,May,18,Plant Munich,Line M3,MC-0023,Packaging Machine,Morning (06-14),OP-0033,Tech-024,Changeover,Mold Change,Planned,Poor Spare Parts Availability,45,0.75,185.4,4.12,73,Metal Fittings,Resolved,2.26,Corrective
DT-00791,2023-05-05,2023,May,18,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Night (22-06),OP-0013,Tech-015,Electrical Failure,Sensor Malfunction,Unplanned,Lack of Preventive Maintenance,31,0.52,207.7,6.7,71,Plastic Components,Resolved,0.2,Corrective
DT-00792,2023-05-05,2023,May,18,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0095,Tech-006,Preventive Maintenance,Routine Calibration,Planned,Design Flaw,84,1.4,1005.48,11.97,134,Plastic Components,Resolved,1.8,Preventive
DT-00793,2023-05-06,2023,May,18,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Afternoon (14-22),OP-0025,Tech-019,Changeover,Tooling Change,Planned,Environmental Conditions,27,0.45,245.7,9.1,33,Plastic Components,In Progress,,Corrective
DT-00794,2023-05-06,2023,May,18,Plant Munich,Line M3,MC-0020,Assembly Robot,Afternoon (14-22),OP-0049,Tech-005,Operator Error,Missed Procedure Step,Unplanned,Process Variation,59,0.98,788.83,13.37,53,Machine Tools,Pending,,Corrective
DT-00795,2023-05-06,2023,May,18,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Morning (06-14),OP-0088,Tech-002,Software/Control Issue,Network Communication Loss,Unplanned,Poor Spare Parts Availability,26,0.43,337.22,12.97,34,Packaging Units,Resolved,1.08,Corrective
DT-00796,2023-05-06,2023,May,18,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0092,Tech-018,Electrical Failure,Power Supply Failure,Planned,Supplier Quality Issue,41,0.68,512.91,12.51,46,Electronic Housings,Resolved,2.4,Corrective
DT-00797,2023-05-06,2023,May,18,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Afternoon (14-22),OP-0010,Tech-013,Changeover,Tooling Change,Planned,Inadequate Training,48,0.8,881.28,18.36,50,Plastic Components,Resolved,1.2,Predictive
DT-00798,2023-05-06,2023,May,18,Plant Munich,Line M1,MC-0011,Industrial Oven,Morning (06-14),OP-0011,Tech-021,Preventive Maintenance,Routine Calibration,Planned,Wear and Tear,49,0.82,338.59,6.91,36,Plastic Components,Pending,,Preventive
DT-00799,2023-05-07,2023,May,18,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0007,Tech-012,Material Shortage,Component Stockout,Unplanned,Process Variation,217,3.62,3096.59,14.27,422,Automotive Parts,Resolved,6.63,Predictive
DT-00800,2023-05-07,2023,May,18,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0059,Tech-012,Mechanical Failure,Bearing Failure,Unplanned,Supplier Quality Issue,55,0.92,446.6,8.12,68,Automotive Parts,Resolved,2.9,Corrective
DT-00801,2023-05-07,2023,May,18,Plant Lyon,Line L2,MC-0042,Conveyor System,Afternoon (14-22),OP-0070,Tech-007,Software/Control Issue,Network Communication Loss,Unplanned,Aging Equipment,26,0.43,111.02,4.27,49,Machine Tools,Resolved,1.04,Corrective
DT-00802,2023-05-07,2023,May,18,Plant Lyon,Line L3,MC-0045,Packaging Machine,Morning (06-14),OP-0107,Tech-019,Changeover,Mold Change,Planned,Human Error,25,0.42,214.25,8.57,38,Metal Fittings,Resolved,1.27,Corrective
DT-00803,2023-05-07,2023,May,18,Plant Katowice,Line K2,MC-0033,Industrial Oven,Morning (06-14),OP-0036,Tech-022,Operator Error,Manual Handling Error,Unplanned,Environmental Conditions,25,0.42,149.75,5.99,18,Metal Fittings,Resolved,0.21,Corrective
DT-00804,2023-05-07,2023,May,18,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Night (22-06),OP-0107,Tech-007,Electrical Failure,Short Circuit,Unplanned,Wear and Tear,69,1.15,1044.66,15.14,165,Machine Tools,Resolved,3.13,Predictive
DT-00805,2023-05-07,2023,May,18,Plant Lyon,Line L3,MC-0047,Industrial Oven,Afternoon (14-22),OP-0034,Tech-025,Mechanical Failure,Motor Failure,Unplanned,Inadequate Training,49,0.82,419.93,8.57,104,Packaging Units,Resolved,1.58,Corrective
DT-00806,2023-05-08,2023,May,19,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0060,Tech-016,Preventive Maintenance,Routine Calibration,Planned,Supplier Quality Issue,30,0.5,137.7,4.59,37,Electronic Housings,Resolved,2.84,Preventive
DT-00807,2023-05-08,2023,May,19,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Afternoon (14-22),OP-0109,Tech-022,Electrical Failure,Sensor Malfunction,Unplanned,Inadequate Training,12,0.2,53.28,4.44,18,Plastic Components,Resolved,0.38,Corrective
DT-00808,2023-05-08,2023,May,19,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0090,Tech-018,Changeover,Mold Change,Planned,Supplier Quality Issue,16,0.27,144.96,9.06,24,Automotive Parts,Resolved,0.2,Corrective
DT-00809,2023-05-08,2023,May,19,Plant Munich,Line M1,MC-0013,Packaging Machine,Morning (06-14),OP-0092,Tech-002,Preventive Maintenance,Routine Calibration,Planned,Human Error,48,0.8,268.8,5.6,54,Plastic Components,Resolved,2.02,Preventive
DT-00810,2023-05-08,2023,May,19,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0088,Tech-021,Material Shortage,Component Stockout,Planned,Supplier Quality Issue,135,2.25,1472.85,10.91,153,Electronic Housings,Resolved,3.15,Corrective
DT-00811,2023-05-08,2023,May,19,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0025,Tech-025,Software/Control Issue,Firmware Update Error,Unplanned,Poor Spare Parts Availability,112,1.87,607.04,5.42,160,Machine Tools,In Progress,,Corrective
DT-00812,2023-05-08,2023,May,19,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Afternoon (14-22),OP-0048,Tech-014,Operator Error,Missed Procedure Step,Unplanned,Design Flaw,111,1.85,816.96,7.36,128,Machine Tools,Resolved,1.94,Corrective
DT-00813,2023-05-09,2023,May,19,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Morning (06-14),OP-0014,Tech-012,Changeover,Product Changeover,Planned,Wear and Tear,45,0.75,432.9,9.62,73,Plastic Components,Pending,,Corrective
DT-00814,2023-05-09,2023,May,19,Plant Munich,Line M1,MC-0011,Industrial Oven,Night (22-06),OP-0064,Tech-024,Mechanical Failure,Gear Wear,Unplanned,Human Error,23,0.38,97.52,4.24,19,Machine Tools,Resolved,1.62,Corrective
DT-00815,2023-05-09,2023,May,19,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0090,Tech-021,Changeover,Product Changeover,Planned,Inadequate Training,16,0.27,126.24,7.89,35,Plastic Components,Resolved,0.85,Predictive
DT-00816,2023-05-09,2023,May,19,Plant Rotterdam,Line R3,MC-0009,Palletizer,Morning (06-14),OP-0117,Tech-024,Mechanical Failure,Gear Wear,Unplanned,Poor Spare Parts Availability,74,1.23,459.54,6.21,54,Plastic Components,Resolved,3.11,Corrective
DT-00817,2023-05-09,2023,May,19,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Morning (06-14),OP-0092,Tech-015,Operator Error,Manual Handling Error,Unplanned,Design Flaw,10,0.17,102.6,10.26,11,Metal Fittings,Resolved,0.48,Predictive
DT-00818,2023-05-09,2023,May,19,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0087,Tech-006,Material Shortage,Raw Material Delay,Unplanned,Supplier Quality Issue,73,1.22,414.64,5.68,110,Metal Fittings,Resolved,0.2,Predictive
DT-00819,2023-05-09,2023,May,19,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Afternoon (14-22),OP-0011,Tech-010,Material Shortage,Component Stockout,Unplanned,Unknown,139,2.32,574.07,4.13,231,Machine Tools,Resolved,3.83,Corrective
DT-00820,2023-05-09,2023,May,19,Plant Katowice,Line K1,MC-0029,Stamping Press,Morning (06-14),OP-0115,Tech-007,Mechanical Failure,Belt Breakage,Unplanned,Aging Equipment,11,0.18,86.02,7.82,19,Plastic Components,Resolved,1.53,Corrective
DT-00821,2023-05-09,2023,May,19,Plant Munich,Line M1,MC-0011,Industrial Oven,Afternoon (14-22),OP-0048,Tech-002,Electrical Failure,Wiring Fault,Unplanned,Wear and Tear,62,1.03,383.78,6.19,168,Electronic Housings,Resolved,1.36,Predictive
DT-00822,2023-05-09,2023,May,19,Plant Munich,Line M4,MC-0026,CNC Machine,Afternoon (14-22),OP-0073,Tech-005,Operator Error,Missed Procedure Step,Unplanned,Process Variation,68,1.13,444.04,6.53,61,Metal Fittings,Resolved,2.18,Corrective
DT-00823,2023-05-10,2023,May,19,Plant Munich,Line M1,MC-0011,Industrial Oven,Morning (06-14),OP-0043,Tech-007,Mechanical Failure,Hydraulic Leak,Unplanned,Unknown,30,0.5,177.0,5.9,52,Packaging Units,Resolved,0.31,Corrective
DT-00824,2023-05-10,2023,May,19,Plant Munich,Line M1,MC-0013,Packaging Machine,Morning (06-14),OP-0076,Tech-005,Material Shortage,Raw Material Delay,Unplanned,Environmental Conditions,170,2.83,810.9,4.77,209,Automotive Parts,Pending,,Corrective
DT-00825,2023-05-10,2023,May,19,Plant Munich,Line M1,MC-0015,Stamping Press,Afternoon (14-22),OP-0082,Tech-007,Electrical Failure,Wiring Fault,Unplanned,Wear and Tear,71,1.18,579.36,8.16,110,Machine Tools,Resolved,1.24,Corrective
DT-00826,2023-05-10,2023,May,19,Plant Munich,Line M1,MC-0015,Stamping Press,Night (22-06),OP-0006,Tech-016,Material Shortage,Component Stockout,Unplanned,Design Flaw,113,1.88,584.21,5.17,162,Metal Fittings,Resolved,2.14,Corrective
DT-00827,2023-05-10,2023,May,19,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Afternoon (14-22),OP-0003,Tech-019,Quality Issue,Rework Required,Unplanned,Unknown,89,1.48,786.76,8.84,168,Plastic Components,Resolved,2.24,Corrective
DT-00828,2023-05-10,2023,May,19,Plant Katowice,Line K2,MC-0035,Conveyor System,Afternoon (14-22),OP-0080,Tech-023,Mechanical Failure,Bearing Failure,Unplanned,Aging Equipment,31,0.52,169.88,5.48,29,Metal Fittings,Resolved,1.23,Corrective
DT-00829,2023-05-11,2023,May,19,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Afternoon (14-22),OP-0071,Tech-012,Mechanical Failure,Bearing Failure,Unplanned,Lack of Preventive Maintenance,48,0.8,457.44,9.53,61,Plastic Components,Resolved,4.65,Corrective
DT-00830,2023-05-11,2023,May,19,Plant Lyon,Line L1,MC-0036,Palletizer,Morning (06-14),OP-0108,Tech-004,Electrical Failure,Wiring Fault,Unplanned,Inadequate Training,41,0.68,279.62,6.82,59,Plastic Components,Resolved,1.8,Corrective
DT-00831,2023-05-11,2023,May,19,Plant Lyon,Line L2,MC-0042,Conveyor System,Morning (06-14),OP-0063,Tech-025,Preventive Maintenance,Routine Calibration,Planned,Inadequate Training,72,1.2,334.8,4.65,80,Metal Fittings,Resolved,2.35,Preventive
DT-00832,2023-05-11,2023,May,19,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Afternoon (14-22),OP-0072,Tech-013,Operator Error,Manual Handling Error,Unplanned,Environmental Conditions,17,0.28,218.96,12.88,35,Plastic Components,Resolved,0.2,Corrective
DT-00833,2023-05-12,2023,May,19,Plant Katowice,Line K2,MC-0035,Conveyor System,Night (22-06),OP-0076,Tech-005,Software/Control Issue,HMI Freeze,Unplanned,Wear and Tear,133,2.22,393.68,2.96,113,Machine Tools,Resolved,4.11,Corrective
DT-00834,2023-05-12,2023,May,19,Plant Munich,Line M1,MC-0014,Hydraulic Press,Night (22-06),OP-0066,Tech-016,Quality Issue,Out of Spec Product,Unplanned,Aging Equipment,10,0.17,78.8,7.88,18,Plastic Components,Resolved,0.2,Corrective
DT-00835,2023-05-12,2023,May,19,Plant Munich,Line M1,MC-0015,Stamping Press,Night (22-06),OP-0087,Tech-002,Operator Error,Manual Handling Error,Unplanned,Wear and Tear,57,0.95,531.81,9.33,139,Automotive Parts,Resolved,3.21,Corrective
